a,b,a_desc,b_desc,combined,visual,silhouette,color,text
U4-27,G2-19,歯車を内蔵した森のゴーレム,クルミ殻の精,0.5252,0.8471,0.89028,0.80727,0.0
U4-30,G5-30,雲に乗る金色の天竜,六つの光輪を持つ世界封印の守護者,0.52515,0.84702,0.88965,0.80768,0.0
G5-01,G5-06,笑顔で手を差し伸べる白ひげ王,巨大な鐘を持つ陽気な山の守護者,0.52515,0.84701,0.87793,0.81849,0.0
G4-09,G5-07,隕石炉の巨人,黒紫の深淵魔王,0.52512,0.84696,0.8424,0.85122,0.0
U1-28,U6-01,氷結晶をまとった白フクロウ,笑顔の青いスライム,0.52511,0.84696,0.86771,0.82785,0.0
G5-11,G5-18,多数の鏡を操る聖女,天空と大地をまとった地平の女王,0.52507,0.84689,0.85676,0.83777,0.0
U5-26,G4-23,楽器を弾く魔法使いガイコツ,月望遠鏡の魔導士,0.52502,0.84681,0.8705,0.825,0.0
U1-12,U1-27,苔と岩の装甲を持つイモムシ,鍵を持つ緑のゴブリン,0.52501,0.83046,0.8631,0.80044,0.02663
G5-10,G5-16,白毛の巨大獣王,世界時計の機械神,0.52497,0.84673,0.87229,0.82317,0.0
U6-17,G5-06,赤傘のキノコ,巨大な鐘を持つ陽気な山の守護者,0.52491,0.84662,0.89415,0.80276,0.0
U4-15,U5-27,結晶装甲の岩ゴーレム,二つ首の青赤海竜,0.52488,0.84659,0.86136,0.83301,0.0
G4-23,G5-07,月望遠鏡の魔導士,黒紫の深淵魔王,0.5248,0.84646,0.86272,0.83149,0.0
U1-11,U2-08,氷の角を持つ白い小悪魔,紫の鬼火に包まれたドクロ,0.52479,0.84644,0.84965,0.84352,0.0
U5-04,G2-17,トゲのある巨大サボテン獣,マント付きパンケーキ,0.52479,0.84644,0.90446,0.79292,0.0
G4-19,G4-28,巨大鐘のガーゴイル,虹結晶の大聖堂,0.52479,0.84643,0.85135,0.84193,0.0
U2-05,G5-06,花そのものの小さな精,巨大な鐘を持つ陽気な山の守護者,0.52478,0.84642,0.88562,0.81026,0.0
U6-12,G4-25,青いオオカミ,星空球を抱く巨像,0.52478,0.84642,0.882,0.81361,0.0
G4-10,G4-27,鏡の迷宮騎士,宇宙方位磁針の巨人,0.52477,0.84641,0.87597,0.81919,0.0
U1-30,U4-18,泡をまとった青い子ドラゴン,水と蓮に包まれた女王,0.52471,0.8463,0.85564,0.83778,0.0
U4-06,U6-25,溶岩でできた巨大ゴーレム,顔のある巨大樹,0.52469,0.83956,0.83815,0.84092,0.01096
U3-27,U4-04,苔むした小型岩ゴーレム,宝珠を抱く巨大な古代樹,0.52468,0.84627,0.89501,0.80131,0.0
U4-13,U6-04,火山を背負った溶岩ガメ,炎のたてがみを持つイノシシ,0.52467,0.83922,0.90529,0.77823,0.01147
G4-15,G5-23,ステンドグラスの天使,巻物柱を持つ天上の記録者,0.52461,0.84615,0.85749,0.83574,0.0
G5-16,G5-27,世界時計の機械神,舞台ごと現れた夢劇場の王,0.52459,0.84611,0.88976,0.80584,0.0
G4-01,G4-17,大聖堂の鐘を宿す巨像,ルーレット魔王,0.52454,0.83987,0.81766,0.86041,0.01005
G5-15,G5-21,天球儀を操る観測神,虹を織る現実の織姫,0.52451,0.84598,0.87654,0.8178,0.0
G4-15,G4-27,ステンドグラスの天使,宇宙方位磁針の巨人,0.52449,0.84595,0.85916,0.83379,0.0
U4-02,G5-30,金青の装飾を持つ聖獣グリフォン,六つの光輪を持つ世界封印の守護者,0.52444,0.83634,0.85563,0.81858,0.01557
U4-13,U4-24,火山を背負った溶岩ガメ,巨大化した食虫植物,0.52437,0.84576,0.89199,0.80314,0.0
G4-26,G4-29,多数の王冠をまとう王,火山炉の城塞巨人,0.52437,0.84576,0.86642,0.82675,0.0
G4-27,G4-28,宇宙方位磁針の巨人,虹結晶の大聖堂,0.52426,0.84558,0.85702,0.83507,0.0
G5-26,G5-30,太陽と月をまとう双極の神,六つの光輪を持つ世界封印の守護者,0.52425,0.84556,0.92207,0.77494,0.0
U3-05,U3-18,どんぐりを背負ったクモ,芽が生えた切り株,0.52424,0.84555,0.83103,0.85901,0.0
U1-27,U2-12,鍵を持つ緑のゴブリン,花を咲かせた小型サボテン,0.52422,0.83718,0.88,0.79776,0.01362
U4-06,U6-22,溶岩でできた巨大ゴーレム,黒赤装甲の巨大カニ,0.52422,0.84024,0.84273,0.83799,0.00863
G1-09,G1-12,懐中時計の子,長靴の生物,0.52419,0.84547,0.83403,0.85611,0.0
G4-25,G4-28,星空球を抱く巨像,虹結晶の大聖堂,0.52414,0.84539,0.84587,0.845,0.0
U1-03,U6-10,青い結晶を背負った甲虫,青いクラゲ,0.52412,0.83778,0.83683,0.8387,0.01237
U1-11,G2-23,氷の角を持つ白い小悪魔,虹色のシャボン玉,0.52411,0.84534,0.86307,0.829,0.0
U5-02,G5-06,花と苔をまとった巻角のヒツジ,巨大な鐘を持つ陽気な山の守護者,0.5241,0.84533,0.87406,0.81885,0.0
G2-19,G5-08,クルミ殻の精,紅い外套と剣の覇王,0.52408,0.84529,0.89526,0.79922,0.0
U1-04,G2-17,どんぐりを抱えた赤い小悪魔,マント付きパンケーキ,0.52404,0.84522,0.8521,0.83895,0.0
U3-24,U4-18,氷をまとった青白いヒツジ,水と蓮に包まれた女王,0.52401,0.84518,0.84681,0.84375,0.0
G4-24,G4-26,大地を揺らす太鼓巨人,多数の王冠をまとう王,0.52401,0.84518,0.83683,0.85295,0.0
U6-25,G2-22,顔のある巨大樹,松ぼっくりの精,0.52395,0.84508,0.86015,0.83122,0.0
U2-03,U4-04,苔むした丸岩ゴーレム,宝珠を抱く巨大な古代樹,0.52394,0.84506,0.89694,0.79723,0.0
U4-02,G5-24,金青の装飾を持つ聖獣グリフォン,巨大な無限方位盤の神,0.5239,0.845,0.85323,0.83745,0.0
U1-27,U4-13,鍵を持つ緑のゴブリン,火山を背負った溶岩ガメ,0.52383,0.84488,0.88055,0.81203,0.0
U1-23,G4-15,石像になった小型ガーゴイル,ステンドグラスの天使,0.52379,0.84482,0.83878,0.85047,0.0
U6-14,G2-13,舌を出す白い幽霊,塩入れの生物,0.52378,0.84481,0.84802,0.84188,0.0
U4-12,G5-30,白翼の聖騎士,六つの光輪を持つ世界封印の守護者,0.52377,0.84479,0.8539,0.83644,0.0
G4-25,G5-16,星空球を抱く巨像,世界時計の機械神,0.52375,0.84476,0.86582,0.82538,0.0
U1-04,U4-06,どんぐりを抱えた赤い小悪魔,溶岩でできた巨大ゴーレム,0.52368,0.84464,0.85651,0.83374,0.0
U3-19,U6-17,巻角を持つ白い子ヒツジ,赤傘のキノコ,0.52368,0.84464,0.91494,0.77971,0.0
U6-17,G3-04,赤傘のキノコ,洋服ダンスミミック,0.52362,0.84456,0.90706,0.78686,0.0
U1-11,U3-14,氷の角を持つ白い小悪魔,青い鬼火をまとった白い霊体,0.5236,0.83536,0.83165,0.83881,0.01495
U4-24,U5-04,巨大化した食虫植物,トゲのある巨大サボテン獣,0.52355,0.83939,0.8675,0.81353,0.00824
G5-10,G5-21,白毛の巨大獣王,虹を織る現実の織姫,0.52351,0.84437,0.86782,0.82278,0.0
U4-13,U6-21,火山を背負った溶岩ガメ,翼と角を持つ獅子の魔獣,0.5235,0.84435,0.84658,0.84236,0.0
U2-21,G3-09,岩の体と赤いハサミを持つヤドカリ,旅行かばんミミック,0.52343,0.84424,0.88258,0.80894,0.0
G2-19,G3-09,クルミ殻の精,旅行かばんミミック,0.52341,0.84421,0.86792,0.82238,0.0
U2-21,G2-17,岩の体と赤いハサミを持つヤドカリ,マント付きパンケーキ,0.52333,0.84409,0.88482,0.80658,0.0
U2-14,G2-21,旅装をしたキノコ,サンゴ鐘の生物,0.52332,0.84406,0.89008,0.80163,0.0
U5-04,U5-14,トゲのある巨大サボテン獣,一つ目の巨大樹人,0.52321,0.83782,0.85034,0.82633,0.00991
U3-27,G5-06,苔むした小型岩ゴーレム,巨大な鐘を持つ陽気な山の守護者,0.5232,0.84388,0.88832,0.80289,0.0
U2-02,G2-04,炎の尾を持つ小さなキツネ,太陽光の綿毛,0.52316,0.8438,0.83364,0.85325,0.0
G2-04,G2-18,太陽光の綿毛,チーズ片の生物,0.52314,0.84378,0.83128,0.85531,0.0
U6-17,G1-09,赤傘のキノコ,懐中時計の子,0.52314,0.84377,0.82997,0.85656,0.0
U6-25,G5-13,顔のある巨大樹,生きた玉座に座る暴君,0.52311,0.84372,0.84483,0.84276,0.0
G3-01,G3-09,アコーディオン装甲の獣,旅行かばんミミック,0.52305,0.84363,0.86433,0.82462,0.0
G1-02,G4-12,指ぬき帽子の小悪魔,黒穴を操る魔導士,0.523,0.84355,0.89516,0.79592,0.0
U4-27,G5-16,歯車を内蔵した森のゴーレム,世界時計の機械神,0.52283,0.84327,0.86335,0.82475,0.0
U2-03,U5-14,苔むした丸岩ゴーレム,一つ目の巨大樹人,0.52275,0.84314,0.87706,0.81188,0.0
U1-04,U6-30,どんぐりを抱えた赤い小悪魔,王冠と口ひげの黄金スライム王,0.52265,0.84299,0.88578,0.80351,0.0
U4-25,U6-26,雷をまとった青いオオカミ,棍棒を持つ青い一つ目オーガ,0.52261,0.83783,0.89774,0.78259,0.00829
U1-27,U2-09,鍵を持つ緑のゴブリン,葉を背負った小さなカメ,0.52258,0.84288,0.90101,0.78931,0.0
G5-24,G5-30,巨大な無限方位盤の神,六つの光輪を持つ世界封印の守護者,0.52255,0.84283,0.87214,0.81581,0.0
G5-01,G5-26,笑顔で手を差し伸べる白ひげ王,太陽と月をまとう双極の神,0.52254,0.84281,0.87774,0.81064,0.0
G4-08,G4-12,巨大ピアノと触手の魔物,黒穴を操る魔導士,0.52253,0.84279,0.86773,0.81985,0.0
U4-30,G2-15,雲に乗る金色の天竜,白いもちの生物,0.52251,0.84276,0.88679,0.80214,0.0
U4-18,U5-13,水と蓮に包まれた女王,氷の毛と牙を持つイノシシ,0.52239,0.84256,0.85477,0.83135,0.0
U2-12,U4-27,花を咲かせた小型サボテン,歯車を内蔵した森のゴーレム,0.52235,0.8425,0.90458,0.78523,0.0
U4-13,G5-06,火山を背負った溶岩ガメ,巨大な鐘を持つ陽気な山の守護者,0.52231,0.84244,0.87385,0.81348,0.0
U1-27,U6-15,鍵を持つ緑のゴブリン,甲羅装甲の緑カメ,0.52231,0.84243,0.86471,0.82195,0.0
U4-14,U4-30,青い鬼火をまとう九尾の白狐,雲に乗る金色の天竜,0.5221,0.84209,0.91334,0.77633,0.0
G5-25,G5-27,宙に浮く虚無宮殿,舞台ごと現れた夢劇場の王,0.5221,0.84209,0.89079,0.79714,0.0
U3-25,U4-09,花を咲かせた緑のヘビ,杖を持つ森の妖精女王,0.52206,0.84203,0.88937,0.7984,0.0
G4-07,G5-24,磁器の女王,巨大な無限方位盤の神,0.52204,0.842,0.85186,0.83289,0.0
G4-15,G5-27,ステンドグラスの天使,舞台ごと現れた夢劇場の王,0.52201,0.84196,0.90248,0.78609,0.0
U1-04,G2-19,どんぐりを抱えた赤い小悪魔,クルミ殻の精,0.52194,0.84184,0.87821,0.80835,0.0
U2-18,U6-01,青結晶の殻を持つカタツムリ,笑顔の青いスライム,0.5219,0.84177,0.84317,0.84054,0.0
G4-19,G4-25,巨大鐘のガーゴイル,星空球を抱く巨像,0.52189,0.84176,0.80557,0.87523,0.0
U4-18,U5-27,水と蓮に包まれた女王,二つ首の青赤海竜,0.52186,0.84171,0.87544,0.81059,0.0
U5-15,U6-04,太鼓を持つキノコ旅人,炎のたてがみを持つイノシシ,0.52185,0.83041,0.85358,0.80906,0.01842
U3-01,U4-18,泡を出す青いスライム,水と蓮に包まれた女王,0.52185,0.84169,0.82794,0.85445,0.0
U1-12,U6-15,苔と岩の装甲を持つイモムシ,甲羅装甲の緑カメ,0.52182,0.83084,0.86113,0.80297,0.01763
U2-02,G5-06,炎の尾を持つ小さなキツネ,巨大な鐘を持つ陽気な山の守護者,0.52178,0.83227,0.86959,0.79781,0.01519
U2-18,U4-18,青結晶の殻を持つカタツムリ,水と蓮に包まれた女王,0.52174,0.84152,0.82843,0.85367,0.0
G4-15,G5-25,ステンドグラスの天使,宙に浮く虚無宮殿,0.52174,0.84151,0.83198,0.85034,0.0
U1-13,U1-27,サボテンを背負った小型恐竜,鍵を持つ緑のゴブリン,0.52163,0.84135,0.86888,0.81602,0.0
U4-04,U5-30,宝珠を抱く巨大な古代樹,王冠とローブの黄金スライム王,0.52157,0.84124,0.90633,0.78115,0.0
U1-05,U2-04,雲の体を持つクラゲ,氷結晶を抱く白ウサギ,0.52148,0.8411,0.82664,0.85452,0.0
G4-10,G4-15,鏡の迷宮騎士,ステンドグラスの天使,0.52146,0.84106,0.87661,0.8083,0.0
U4-14,G5-11,青い鬼火をまとう九尾の白狐,多数の鏡を操る聖女,0.52128,0.84078,0.86279,0.82047,0.0
U1-05,U4-14,雲の体を持つクラゲ,青い鬼火をまとう九尾の白狐,0.52124,0.84071,0.88361,0.80112,0.0
U6-04,G3-29,炎のたてがみを持つイノシシ,工具箱ミミック,0.52122,0.84068,0.87133,0.81243,0.0
G2-19,G3-18,クルミ殻の精,自動販売機ミミック,0.52122,0.84068,0.89404,0.79145,0.0
U4-27,G4-10,歯車を内蔵した森のゴーレム,鏡の迷宮騎士,0.52121,0.84066,0.90776,0.77876,0.0
U2-03,U5-04,苔むした丸岩ゴーレム,トゲのある巨大サボテン獣,0.5212,0.84064,0.88917,0.79591,0.0
U4-24,G5-13,巨大化した食虫植物,生きた玉座に座る暴君,0.52119,0.84063,0.86368,0.81941,0.0
U4-13,G5-08,火山を背負った溶岩ガメ,紅い外套と剣の覇王,0.52116,0.84059,0.88389,0.80066,0.0
G4-21,G4-26,歯車の大蛇,多数の王冠をまとう王,0.52113,0.84053,0.8268,0.85324,0.0
G1-02,G5-27,指ぬき帽子の小悪魔,舞台ごと現れた夢劇場の王,0.52111,0.8405,0.86382,0.81902,0.0
U6-04,G4-29,炎のたてがみを持つイノシシ,火山炉の城塞巨人,0.52106,0.83294,0.86375,0.80455,0.01222
G4-08,G5-19,巨大ピアノと触手の魔物,渦巻く黒穴の主,0.52106,0.84042,0.86249,0.82013,0.0
U4-13,U5-30,火山を背負った溶岩ガメ,王冠とローブの黄金スライム王,0.52102,0.84036,0.87748,0.80616,0.0
U6-10,U6-19,青いクラゲ,青い氷結晶ゴーレム,0.52098,0.83385,0.80235,0.86299,0.01051
U4-03,U4-29,黒紫の大型ドラゴン,紫髪の呪い人形姫,0.52094,0.84022,0.8319,0.84798,0.0
U1-30,U5-13,泡をまとった青い子ドラゴン,氷の毛と牙を持つイノシシ,0.5209,0.84017,0.85001,0.83115,0.0
U3-22,G5-01,大耳の砂色ネズミ,笑顔で手を差し伸べる白ひげ王,0.52089,0.84014,0.85782,0.82386,0.0
G4-05,G4-18,雷をまとう巨大列車,時計塔の怪物,0.52083,0.84005,0.82344,0.85544,0.0
G1-30,G2-19,ボタン集合体,クルミ殻の精,0.5208,0.83999,0.93246,0.75472,0.0
U4-04,U4-09,宝珠を抱く巨大な古代樹,杖を持つ森の妖精女王,0.52072,0.83987,0.90616,0.77869,0.0
U1-30,U6-10,泡をまとった青い子ドラゴン,青いクラゲ,0.52066,0.83263,0.84185,0.82419,0.01166
G5-11,G5-21,多数の鏡を操る聖女,虹を織る現実の織姫,0.52066,0.83978,0.84935,0.83097,0.0
U1-13,U4-24,サボテンを背負った小型恐竜,巨大化した食虫植物,0.5206,0.83967,0.87673,0.80553,0.0
U3-29,G2-17,赤い子ドラゴン,マント付きパンケーキ,0.5205,0.83952,0.80685,0.86974,0.0
G4-08,G4-11,巨大ピアノと触手の魔物,摩天楼の巨人,0.5205,0.83952,0.82909,0.84918,0.0
U5-18,G4-10,紫結晶を背負ったモグラ,鏡の迷宮騎士,0.52049,0.8395,0.90162,0.78222,0.0
U1-07,G4-12,木の実を背負った紫コウモリ,黒穴を操る魔導士,0.52046,0.83946,0.8588,0.82167,0.0
U2-03,U4-24,苔むした丸岩ゴーレム,巨大化した食虫植物,0.52042,0.83076,0.86913,0.79544,0.01407
G4-27,G5-28,宇宙方位磁針の巨人,天球環を背負う機械巨神,0.52041,0.83937,0.81643,0.86059,0.0
U1-13,U6-05,サボテンを背負った小型恐竜,大口の巨大食虫植物,0.52035,0.83927,0.86957,0.81139,0.0
U6-05,G5-06,大口の巨大食虫植物,巨大な鐘を持つ陽気な山の守護者,0.5203,0.83343,0.86319,0.80598,0.00941
U4-14,G5-24,青い鬼火をまとう九尾の白狐,巨大な無限方位盤の神,0.52024,0.8391,0.8954,0.78711,0.0
U4-10,U4-22,金色の大型ドラゴン,巨大な炎のフェニックス,0.52021,0.83904,0.86195,0.8179,0.0
U4-08,G5-19,鎌を持つ騎乗死神,渦巻く黒穴の主,0.52018,0.839,0.85148,0.82755,0.0
G3-18,G4-27,自動販売機ミミック,宇宙方位磁針の巨人,0.52017,0.83898,0.86024,0.8194,0.0
U1-10,U4-14,バラの殻を持つカタツムリ,青い鬼火をまとう九尾の白狐,0.52009,0.83886,0.92707,0.7574,0.0
G2-17,G5-13,マント付きパンケーキ,生きた玉座に座る暴君,0.52009,0.83886,0.86602,0.81383,0.0
U3-05,U4-06,どんぐりを背負ったクモ,溶岩でできた巨大ゴーレム,0.52008,0.83884,0.83839,0.83934,0.0
U4-02,U4-12,金青の装飾を持つ聖獣グリフォン,白翼の聖騎士,0.52008,0.83884,0.83886,0.8389,0.0
G4-19,G4-27,巨大鐘のガーゴイル,宇宙方位磁針の巨人,0.52001,0.83873,0.81464,0.86103,0.0
U5-26,G3-22,楽器を弾く魔法使いガイコツ,炎のオーブン獣,0.51998,0.83867,0.85125,0.82711,0.0
U6-15,G5-06,甲羅装甲の緑カメ,巨大な鐘を持つ陽気な山の守護者,0.51997,0.83866,0.84796,0.83014,0.0
G1-08,G1-20,ティーカップの生物,扇子の精,0.51995,0.83862,0.83562,0.84146,0.0
U1-27,U6-05,鍵を持つ緑のゴブリン,大口の巨大食虫植物,0.51994,0.83862,0.86626,0.8132,0.0
G4-24,G5-07,大地を揺らす太鼓巨人,黒紫の深淵魔王,0.51993,0.8386,0.85032,0.82782,0.0
U4-12,G5-03,白翼の聖騎士,月を背負う優雅な女王,0.5199,0.83854,0.84961,0.82839,0.0
U1-04,U6-25,どんぐりを抱えた赤い小悪魔,顔のある巨大樹,0.51989,0.83853,0.87175,0.80791,0.0
G4-25,G4-30,星空球を抱く巨像,異次元門の守護者,0.51989,0.83853,0.87145,0.8082,0.0
U4-06,G5-06,溶岩でできた巨大ゴーレム,巨大な鐘を持つ陽気な山の守護者,0.51985,0.8336,0.83447,0.83284,0.00794
U6-04,G5-29,炎のたてがみを持つイノシシ,赤黒の宇宙操り人形皇帝,0.51974,0.83829,0.849,0.82847,0.0
U4-04,G5-13,宝珠を抱く巨大な古代樹,生きた玉座に座る暴君,0.5197,0.83823,0.87254,0.80661,0.0
U4-12,G5-24,白翼の聖騎士,巨大な無限方位盤の神,0.5197,0.83823,0.85631,0.8216,0.0
U3-05,U6-15,どんぐりを背負ったクモ,甲羅装甲の緑カメ,0.51969,0.83821,0.84925,0.8281,0.0
U4-04,U4-13,宝珠を抱く巨大な古代樹,火山を背負った溶岩ガメ,0.51968,0.8382,0.89368,0.78704,0.0
U6-25,G2-19,顔のある巨大樹,クルミ殻の精,0.51966,0.83817,0.86454,0.81387,0.0
G4-17,G5-20,ルーレット魔王,星を鍛える巨大炉,0.51966,0.83816,0.81364,0.86082,0.0
U5-09,G4-30,舌を出す宝箱ミミック,異次元門の守護者,0.51965,0.83815,0.89418,0.7865,0.0
U1-28,U6-14,氷結晶をまとった白フクロウ,舌を出す白い幽霊,0.51964,0.83813,0.8638,0.81445,0.0
U6-05,G1-09,大口の巨大食虫植物,懐中時計の子,0.51962,0.8381,0.8439,0.83279,0.0
G5-22,G5-25,多色の門を操る次元王,宙に浮く虚無宮殿,0.51962,0.8381,0.84878,0.82828,0.0
U2-27,U4-18,氷をまとった白フクロウ,水と蓮に包まれた女王,0.51957,0.83802,0.87204,0.80663,0.0
U4-01,U5-13,王冠とローブをまとったスライム王,氷の毛と牙を持つイノシシ,0.51957,0.83801,0.88005,0.79927,0.0
G4-09,G4-26,隕石炉の巨人,多数の王冠をまとう王,0.51956,0.838,0.85186,0.82528,0.0
U5-11,G2-13,星月をまとった白ウサギ,塩入れの生物,0.5195,0.83791,0.82263,0.85205,0.0
G4-15,G5-18,ステンドグラスの天使,天空と大地をまとった地平の女王,0.51943,0.83778,0.8661,0.81163,0.0
G3-04,G4-03,洋服ダンスミミック,日食仮面の支配者,0.51938,0.83772,0.91863,0.76311,0.0
G4-04,G4-08,嵐をまとう幽霊船,巨大ピアノと触手の魔物,0.51937,0.8377,0.8521,0.82445,0.0
U2-12,G5-06,花を咲かせた小型サボテン,巨大な鐘を持つ陽気な山の守護者,0.51937,0.83769,0.88036,0.79838,0.0
U4-29,G5-27,紫髪の呪い人形姫,舞台ごと現れた夢劇場の王,0.51933,0.83762,0.8855,0.79346,0.0
U2-22,U4-22,星形の黄色い精,巨大な炎のフェニックス,0.51932,0.83761,0.82567,0.84869,0.0
U2-12,U5-30,花を咲かせた小型サボテン,王冠とローブの黄金スライム王,0.51927,0.83753,0.87657,0.80155,0.0
U1-19,U5-24,泥をまとったカエル,火山を背負った溶岩ガメ,0.51926,0.83268,0.9111,0.76033,0.0079
G4-29,G5-13,火山炉の城塞巨人,生きた玉座に座る暴君,0.51926,0.83752,0.86237,0.81463,0.0
G4-17,G4-24,ルーレット魔王,大地を揺らす太鼓巨人,0.51925,0.83751,0.79561,0.87624,0.0
U1-19,G2-18,泥をまとったカエル,チーズ片の生物,0.51925,0.8375,0.84928,0.82664,0.0
G1-14,G2-22,方位磁針の生物,松ぼっくりの精,0.51921,0.83744,0.91024,0.77031,0.0
U1-13,U4-04,サボテンを背負った小型恐竜,宝珠を抱く巨大な古代樹,0.5192,0.83742,0.86455,0.81247,0.0
G3-09,G5-08,旅行かばんミミック,紅い外套と剣の覇王,0.51917,0.83738,0.86918,0.80811,0.0
U3-27,G2-19,苔むした小型岩ゴーレム,クルミ殻の精,0.51916,0.83735,0.89536,0.78387,0.0
U5-24,U6-04,火山を背負った溶岩ガメ,炎のたてがみを持つイノシシ,0.5191,0.83023,0.82232,0.83756,0.01147
U6-29,G5-19,王冠と杖を持つ黒いリッチ王,渦巻く黒穴の主,0.51909,0.83725,0.86475,0.81195,0.0
G5-06,G5-26,巨大な鐘を持つ陽気な山の守護者,太陽と月をまとう双極の神,0.51903,0.83715,0.91376,0.76645,0.0
G1-07,G2-17,糸巻きの精,マント付きパンケーキ,0.51903,0.83714,0.84159,0.83312,0.0
G5-14,G5-18,星の小精霊を連れた賢者,天空と大地をまとった地平の女王,0.51899,0.83708,0.8829,0.79479,0.0
U4-12,U4-14,白翼の聖騎士,青い鬼火をまとう九尾の白狐,0.51898,0.83706,0.87344,0.80351,0.0
U5-15,G4-26,太鼓を持つキノコ旅人,多数の王冠をまとう王,0.51897,0.83705,0.8681,0.80843,0.0
G4-15,G4-30,ステンドグラスの天使,異次元門の守護者,0.51891,0.83695,0.86924,0.80721,0.0
G4-26,G5-15,多数の王冠をまとう王,天球儀を操る観測神,0.51889,0.83693,0.85401,0.8212,0.0
U4-15,G2-29,結晶装甲の岩ゴーレム,虹色ビー玉の生物,0.51887,0.83688,0.89902,0.77956,0.0
U4-27,U5-02,歯車を内蔵した森のゴーレム,花と苔をまとった巻角のヒツジ,0.51884,0.83684,0.84201,0.83212,0.0
G4-30,G5-15,異次元門の守護者,天球儀を操る観測神,0.51883,0.83682,0.87673,0.80006,0.0
U1-22,U4-24,葉を生やしたカボチャの精,巨大化した食虫植物,0.51878,0.83017,0.87883,0.78533,0.01073
U2-10,G1-09,太陽のような炎の精,懐中時計の子,0.51875,0.83669,0.85551,0.81931,0.0
U2-14,U3-19,旅装をしたキノコ,巻角を持つ白い子ヒツジ,0.51866,0.83655,0.88992,0.78729,0.0
U2-05,U6-17,花そのものの小さな精,赤傘のキノコ,0.51866,0.83654,0.88639,0.79059,0.0
U6-26,G1-24,棍棒を持つ青い一つ目オーガ,弁当箱ミミック,0.51861,0.83647,0.90135,0.77663,0.0
U2-24,U4-08,紫の小さなクモ,鎌を持つ騎乗死神,0.51857,0.83641,0.83595,0.8369,0.0
G4-10,G4-14,鏡の迷宮騎士,日時計の巨像,0.51848,0.83626,0.86211,0.81247,0.0
G4-10,G4-25,鏡の迷宮騎士,星空球を抱く巨像,0.51845,0.83621,0.86386,0.81077,0.0
G4-15,G5-24,ステンドグラスの天使,巨大な無限方位盤の神,0.51837,0.83608,0.87445,0.80063,0.0
U2-03,U6-15,苔むした丸岩ゴーレム,甲羅装甲の緑カメ,0.51828,0.83593,0.87099,0.80366,0.0
G2-17,G3-09,マント付きパンケーキ,旅行かばんミミック,0.51827,0.83592,0.86979,0.8047,0.0
U1-12,U4-04,苔と岩の装甲を持つイモムシ,宝珠を抱く巨大な古代樹,0.51824,0.83588,0.84756,0.82517,0.0
U1-01,U4-18,葉を生やした青い水スライム,水と蓮に包まれた女王,0.51824,0.83587,0.83812,0.83387,0.0
U4-06,G3-05,溶岩でできた巨大ゴーレム,時計仕掛けのカニ,0.51824,0.83587,0.84853,0.82427,0.0
U4-29,G5-25,紫髪の呪い人形姫,宙に浮く虚無宮殿,0.51818,0.83577,0.85644,0.81669,0.0
U2-21,U6-15,岩の体と赤いハサミを持つヤドカリ,甲羅装甲の緑カメ,0.51815,0.8311,0.90342,0.76443,0.00756
G4-23,G5-27,月望遠鏡の魔導士,舞台ごと現れた夢劇場の王,0.51814,0.83571,0.86291,0.81066,0.0
U4-09,G5-26,杖を持つ森の妖精女王,太陽と月をまとう双極の神,0.51813,0.83569,0.90564,0.77117,0.0
G4-10,G4-29,鏡の迷宮騎士,火山炉の城塞巨人,0.51813,0.83569,0.89841,0.77786,0.0
U4-25,G5-10,雷をまとった青いオオカミ,白毛の巨大獣王,0.51812,0.83568,0.88593,0.78935,0.0
G4-23,G5-20,月望遠鏡の魔導士,星を鍛える巨大炉,0.51807,0.8356,0.84084,0.83084,0.0
U3-19,U4-14,巻角を持つ白い子ヒツジ,青い鬼火をまとう九尾の白狐,0.51799,0.83547,0.8794,0.79493,0.0
G4-26,G5-20,多数の王冠をまとう王,星を鍛える巨大炉,0.51792,0.83535,0.84995,0.82192,0.0
U5-04,G2-19,トゲのある巨大サボテン獣,クルミ殻の精,0.51786,0.83526,0.89082,0.78402,0.0
U4-14,G1-15,青い鬼火をまとう九尾の白狐,サイコロの子,0.51786,0.83525,0.90155,0.77403,0.0
G4-22,G4-27,遊園地を背負う巨像,宇宙方位磁針の巨人,0.51774,0.83507,0.8219,0.84726,0.0
U2-21,U5-04,岩の体と赤いハサミを持つヤドカリ,トゲのある巨大サボテン獣,0.51767,0.83137,0.89251,0.77501,0.00584
U2-15,U3-09,葉と角を持つ緑の子ドラゴン,花を付けた葉のウサギ,0.51767,0.83495,0.85683,0.81485,0.0
U4-02,G5-21,金青の装飾を持つ聖獣グリフォン,虹を織る現実の織姫,0.51767,0.83494,0.85512,0.81636,0.0
U1-20,U4-30,星をまとった黄色いスライム,雲に乗る金色の天竜,0.51756,0.83478,0.86655,0.80548,0.0
U6-26,G1-26,棍棒を持つ青い一つ目オーガ,模様タイルの生物,0.51756,0.83477,0.90655,0.76848,0.0
U1-22,U4-04,葉を生やしたカボチャの精,宝珠を抱く巨大な古代樹,0.51754,0.83474,0.86808,0.80404,0.0
G2-29,G5-10,虹色ビー玉の生物,白毛の巨大獣王,0.51754,0.83474,0.91656,0.75922,0.0
U2-23,U3-15,青白いグリフォン,巻貝を背負った小さなヤドカリ,0.51753,0.83473,0.85035,0.82035,0.0
